id,Year,Month,Day,Hour,Minute,Temperature.daily.mean..2.m.above.gnd.,Relative.Humidity.daily.mean..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.mean..MSL.,Total.Precipitation.daily.sum..sfc.,Snowfall.amount.raw.daily.sum..sfc.,Total.Cloud.Cover.daily.mean..sfc.,High.Cloud.Cover.daily.mean..high.cld.lay.,Medium.Cloud.Cover.daily.mean..mid.cld.lay.,Low.Cloud.Cover.daily.mean..low.cld.lay.,Sunshine.Duration.daily.sum..sfc.,Shortwave.Radiation.daily.sum..sfc.,Wind.Speed.daily.mean..10.m.above.gnd.,Wind.Direction.daily.mean..10.m.above.gnd.,Wind.Speed.daily.mean..80.m.above.gnd.,Wind.Direction.daily.mean..80.m.above.gnd.,Wind.Speed.daily.mean..900.mb.,Wind.Direction.daily.mean..900.mb.,Wind.Gust.daily.mean..sfc.,Temperature.daily.max..2.m.above.gnd.,Temperature.daily.min..2.m.above.gnd.,Relative.Humidity.daily.max..2.m.above.gnd.,Relative.Humidity.daily.min..2.m.above.gnd.,Mean.Sea.Level.Pressure.daily.max..MSL.,Mean.Sea.Level.Pressure.daily.min..MSL.,Total.Cloud.Cover.daily.max..sfc.,Total.Cloud.Cover.daily.min..sfc.,High.Cloud.Cover.daily.max..high.cld.lay.,High.Cloud.Cover.daily.min..high.cld.lay.,Medium.Cloud.Cover.daily.max..mid.cld.lay.,Medium.Cloud.Cover.daily.min..mid.cld.lay.,Low.Cloud.Cover.daily.max..low.cld.lay.,Low.Cloud.Cover.daily.min..low.cld.lay.,Wind.Speed.daily.max..10.m.above.gnd.,Wind.Speed.daily.min..10.m.above.gnd.,Wind.Speed.daily.max..80.m.above.gnd.,Wind.Speed.daily.min..80.m.above.gnd.,Wind.Speed.daily.max..900.mb.,Wind.Speed.daily.min..900.mb.,Wind.Gust.daily.max..sfc.,Wind.Gust.daily.min..sfc.,pluie.demain
956,2013,1,11,0,0,4.13,82.88,1014.79,14.3,1.19,93.75,5,46.25,93.75,49.15,1487.19,12.86,308.79,16.44,305.71,28.04,252.15,22.82,5.87,1.24,95,69,1019,1010,100,17,24,0,100,0,100,17,20.28,2.16,27.48,5.69,56.63,14.92,46.44,5.04,FALSE
958,2013,1,13,0,0,2.94,75.58,1013.1,0.1,0.07,99.12,5.54,8.46,99.12,0.25,1802.25,9.9,223.47,13.78,230.43,7.09,120.4,13.83,4.77,0.37,87,63,1014,1012.1,100,88,17,0,32,0,100,88,16.66,2.41,21.07,2.19,14.51,1.02,27.72,3.6,TRUE
960,2013,1,15,0,0,0.09,80.62,1006.28,0.1,0.63,80.12,5.96,77.08,47.38,0,1059.99,13.22,179.18,15.29,186.13,21.7,243.95,15.48,3.01,-2.41,90,65,1011.8,1004.1,100,0,27,0,100,0,100,0,22.75,4.02,26.17,2.41,40.32,8.89,29.52,5.76,FALSE
964,2013,1,19,0,0,-0.07,79.42,995.25,3.9,1.75,100,29.67,78.42,95.83,0,1306.52,27.98,115.28,36.09,114.86,22.14,150.95,34.57,2.89,-3.28,88,65,999.3,992.2,100,100,97,0,100,2,100,0,37.7,11.75,44.81,22.91,32.09,7.9,45,22.68,TRUE
968,2013,1,23,0,0,1.09,80,1005.97,0,0,29.55,10.25,11.21,25.04,474.4,2376.3,8.78,209.48,14.46,214.86,8.6,102.81,9.1,5.48,-1.62,89,65,1007.5,1004.9,100,0,24,0,65,0,100,0,15,3.56,24.16,3.89,23.07,2.41,19.44,2.52,FALSE
970,2013,1,25,0,0,-1.55,77.79,1016.65,0,0,50.67,1.42,5.62,50.67,285.8,2283.74,7.37,277.9,8.3,274.99,14.77,85.83,9.27,1.54,-3.55,91,56,1018.4,1014.3,100,0,16,0,65,0,100,0,12.32,1.48,12.37,1.3,21.37,2.6,15.84,3.24,FALSE
972,2013,1,27,0,0,2.99,65.17,1012.02,3.5,0,72.4,45.67,62,62.92,61.17,1543.26,7.38,165.41,10.5,181.69,38.39,252.49,11.59,7.52,-2.53,81,47,1017.7,1007.1,100,3.3,100,10,100,0,100,0,18.25,0.36,27.56,0.8,66.17,22.9,44.64,0.72,TRUE
974,2013,1,29,0,0,8.9,62.83,1019.75,1.3,0,100,58.88,98.29,67.08,0,693.31,18.98,238.3,27.74,242.55,70.17,256.43,52.9,11.87,5.47,71,52,1022.2,1017.7,100,100,100,11,100,59,100,0,27.81,8.65,35.57,16.98,83.46,47.73,62.28,36,TRUE
978,2013,2,2,0,0,5.11,75.5,1001.78,21,1.47,92.18,59.83,83.08,78.58,108.32,1558.39,21.3,331.67,26.8,333.43,42.7,238.69,34.86,10.03,1.27,94,58,1013.6,994.3,100,21.3,100,0,100,0,100,10,34.27,7.7,44.85,12.82,79,24.34,59.4,22.68,TRUE
982,2013,2,6,0,0,2.83,73,999.59,2.7,1.19,93.42,5.29,81.67,78.17,0,1476.51,30.48,253.56,38.01,254.78,56.19,259.1,50.97,5.72,1.14,89,57,1003.9,996.3,100,35,25,0,100,0,100,0,51.48,14.35,60.48,18.92,89.93,29.14,77.04,21.6,TRUE
984,2013,2,8,0,0,0.48,82.29,1015.1,3.3,2.66,73.5,0,48.62,70.71,290.31,2524.04,20.71,280.75,24.72,283.97,22.98,312.68,24.84,2.55,-1.99,96,61,1017.4,1012.9,100,2,0,0,100,0,100,0,27.06,14.28,31.45,15.78,36,16.55,33.12,17.64,TRUE
988,2013,2,12,0,0,0.77,78.58,1007.35,2.8,2.45,84.46,16.29,60.08,82.67,131.32,2322.01,9.91,270.3,11.81,276.74,10.12,215.67,11.97,3.88,-1.56,93,59,1015.1,1001.4,100,9,99,0,100,0,100,9,19.65,1.94,26.08,1.84,20.16,1.61,24.48,2.88,FALSE
990,2013,2,14,0,0,-0.62,59.83,1022.34,0,0,49.16,55.04,47.75,29.17,169.59,2531.16,9.47,130.88,12.21,130.36,24.32,173.72,14.73,4.18,-5.17,79,38,1026.6,1016.6,100,0,100,0,100,0,100,0,18.39,3.98,21.3,3.32,39.97,9.72,25.56,5.76,TRUE
994,2013,2,18,0,0,2.86,69.96,1019.7,0,0,25.33,0,0,25.33,536.28,3453.2,7.68,128.28,9.31,128.82,23.9,102.31,11.64,7.72,-1.13,94,47,1020.7,1018.2,100,0,0,0,0,0,100,0,20.95,0.8,25.81,0.51,45.37,9.83,29.16,0.72,TRUE
998,2013,2,22,0,0,-1,56.04,1009.65,0,0,56.08,0,0,56.08,140.38,2233.01,21.03,71.6,26.35,73.37,43.01,78.93,35.72,1.64,-3.66,64,43,1013.2,1007.2,100,0,0,0,0,0,100,0,26.76,15.73,30.74,21.83,57.64,33.5,42.84,32.04,FALSE
1000,2013,2,24,0,0,-1.38,74.88,1010.82,0.1,0.21,94.17,5.17,47.83,94.17,77.87,3098.98,18.81,209.15,20.47,195.31,15.11,141.78,20.52,1.49,-3.81,93,52,1013,1009.2,100,32,80,0,100,0,100,32,24.84,6.37,28.1,6.99,25.33,2.81,29.52,7.92,TRUE
1002,2013,2,26,0,0,1.47,73.75,1023.95,0.1,0,56.38,4.83,29.96,36.58,77.33,3216.46,5.77,160.63,5.92,186.84,25.99,87.93,8.5,7.44,-4.22,93,48,1026.3,1020.6,100,0,22,0,100,0,100,0,21.05,1.3,23.16,0.36,38.6,18.36,22.32,1.8,FALSE
1004,2013,2,28,0,0,4.9,73.21,1023.85,0,0,28.77,0.33,2.25,26.79,411.81,3810.09,6.31,195.56,9.49,208.23,15.7,114.36,12.09,9.99,0.38,94,49,1026.1,1022.1,100,0,8,0,24,0,100,0,11.63,0.36,19.83,1.08,40.73,5.4,30.24,0.72,FALSE
1006,2013,3,2,0,0,2.53,76.75,1021.47,0,0,50,0,0,50,436.52,4054.84,7.42,312.31,8.34,309.37,27.12,86.01,7.59,8.23,-2.64,93,49,1023.3,1020,100,0,0,0,0,0,100,0,15.04,4.2,19.93,2.97,49.4,5.62,18.72,1.8,FALSE
1008,2013,3,4,0,0,5.74,67.58,1017.8,0,0,0.67,0,0,0.67,666.06,4267.55,13.7,118.67,20.28,119.62,19.71,125.47,23.49,13.17,-0.27,85,41,1020.4,1014.6,9,0,0,0,0,0,9,0,24.48,2.9,33.09,5.77,31.91,9.45,43.56,3.96,FALSE
1010,2013,3,6,0,0,8.48,56.46,1002.54,0,0,83.58,71.17,83.5,21.58,0,2930.77,16.23,112.86,26.41,113.53,16.93,158.06,21.42,14.84,2.99,69,43,1007.8,998.7,100,1.8,100,1,100,0,100,0,19.39,6.11,33.9,16.3,26.83,8.89,37.08,5.04,TRUE
1012,2013,3,8,0,0,11.55,61.75,999.82,0.6,0,67.91,63,61.83,38.71,144.13,3680.15,12.1,190.9,17.63,195.47,21.67,205.2,16.69,16.94,6.14,81,43,1003,998.5,100,3,100,0,100,0,100,0,22.41,1.14,31.22,0.36,61.73,2.97,47.52,1.44,FALSE
1014,2013,3,10,0,0,9.74,68.96,1000.66,2,0,73.5,24.5,66.38,57.58,201.73,3487.02,8.16,224.91,10.97,232.42,21.82,272.28,13.8,13.61,5.84,83,49,1003.8,998.3,100,10,100,0,100,0,100,0,19.73,1.14,23.24,1.14,39.08,13.63,32.76,2.16,TRUE
1018,2013,3,14,0,0,-0.59,63.75,1009.39,0,0,38.33,0,0,38.33,594.62,3930.24,16.19,211.02,18.45,215.64,19.52,69.72,18.7,3.34,-4.23,85,36,1011.9,1006.5,100,0,0,0,0,0,100,0,27.36,1.14,31.71,1.48,34.88,5.15,32.4,2.52,FALSE
1026,2013,3,22,0,0,8.76,56.17,1011.41,0,0,49.91,25.88,36.54,25,591.41,5096.14,10.8,115.41,14.92,131.16,22.89,136.63,16.57,14.85,0.59,86,34,1015.6,1006.5,100,0,100,0,100,0,100,0,18.53,1.8,28.7,2.9,34.62,5.35,44.28,3.6,TRUE
1028,2013,3,24,0,0,6.19,55,1006.26,0,0,88.83,69.75,80.25,39.92,107.87,4210.59,13.07,105.49,15.67,117.71,25.33,85.42,24.28,11.73,1.76,69,37,1008.8,1003,100,26,100,17,100,0,100,0,22.91,4.45,31.56,2.28,39.96,6.21,48.6,6.48,TRUE
1030,2013,3,26,0,0,1.45,73.83,1007.35,1.5,0.77,91.58,7.46,84.12,89.92,28.43,2369.18,14.09,96.63,15.13,121.48,14.92,77.35,18.89,3.8,-0.32,85,63,1009.3,1005.9,100,33,25,0,100,17,100,0,25.21,3.1,30.5,0.36,20.63,6.13,33.12,5.04,FALSE
1032,2013,3,28,0,0,5.35,69.04,1006.5,5.5,0,71.58,28.08,39.79,66.67,39.68,2441.27,13.35,142.04,18.67,147.73,22.85,229.85,19.74,10.52,0.89,82,52,1008,1004.6,100,0,100,0,100,0,100,0,21.24,7.39,27.76,7.57,54.36,6.44,43.56,4.32,TRUE
1034,2013,3,30,0,0,5.39,76.25,1003.02,5.1,0,100,49.67,82.08,100,0,2225,10.35,228.31,12.66,199.9,12.36,165.76,13.92,8.88,3.57,84,63,1005.5,1001,100,100,100,0,100,0,100,100,19.35,4.32,24.98,3.32,23.23,2.97,31.32,4.32,TRUE
1036,2013,4,1,0,0,5.39,51.62,1005.02,0,0,13.83,0,0,13.83,832.4,5994.15,18.94,90.27,25.35,90.24,36.05,94.67,31.81,11.55,-0.37,81,27,1008.4,1001.6,100,0,0,0,0,0,100,0,27.37,7.21,30.86,13.14,48.63,16.94,50.04,4.32,FALSE
1038,2013,4,3,0,0,7.31,58.96,1008.24,0,0,38.83,7.29,8.04,33.33,360.82,5593.65,9.31,183.71,12.43,172.49,26.45,149.25,15.75,12.43,2.15,80,42,1010.5,1005.8,100,0,20,0,34,0,100,0,19.39,0,31.28,0.72,55.72,9,50.4,0.36,FALSE
1040,2013,4,5,0,0,8.17,58.67,1003.44,0,0,93.38,66.29,84.38,69.25,72.87,5276.81,10.3,299.88,11.88,288.11,22.11,149.45,14.79,13.17,1.36,83,44,1006.6,1001.5,100,42,100,13,100,34,100,0,17.64,3.32,22.73,3.88,53,3.6,36.36,4.68,FALSE
1042,2013,4,7,0,0,6.52,57.83,1017.2,0,0,45.81,9.62,10.71,45.38,551.48,6128.54,11.73,175.49,13.29,192.63,23.07,82.83,16.94,11.87,-0.86,92,34,1022,1013.1,100,0,100,0,100,0,100,0,20.17,1.84,25.2,1.14,39.62,12.52,37.8,3.24,TRUE
1044,2013,4,9,0,0,7.94,66.58,1004.9,2.9,0,71.96,1.83,70.12,48.58,70.54,2518.7,18.86,209.16,24,212.78,46.86,243.87,34.98,12.32,3.53,83,48,1007.1,1003.2,100,0,17,0,100,0,100,0,33.66,7.39,40.09,8.16,81.79,22.41,68.4,7.2,TRUE
1048,2013,4,13,0,0,12.16,58.62,1020.36,0,0,18.65,2.67,10.62,15.75,685.67,6112.52,14.29,251.41,18.3,250.69,33.38,263.45,27.76,17.22,6.79,82,37,1024.2,1015.4,100,0,18,0,100,0,100,0,20.62,5.45,28.83,4.55,61.38,10.59,48.24,3.6,FALSE
1050,2013,4,15,0,0,18.04,52.54,1021.52,0,0,12.93,10.83,12.88,2.08,703.75,6492.55,7,196.29,8.59,218.33,15.09,263.7,7.82,24.13,11.23,70,31,1023.7,1019.7,100,0,100,0,100,0,36,0,14.33,2.55,21.03,0,26.28,3.67,19.08,2.88,TRUE
1054,2013,4,19,0,0,12.12,61.12,1023.26,3.1,0,100,71.46,83.17,100,0,2547.18,11.1,249.26,13.6,251.56,18.54,264.54,15.7,15.09,9.34,82,34,1025.7,1021.5,100,100,100,2,100,0,100,100,22.51,5.41,28.16,5,30.24,5.8,32.4,3.24,TRUE
1058,2013,4,23,0,0,13.77,59.62,1021.68,0,0,46.04,6.54,0.88,45.25,606.7,6140.11,2.84,279.89,3.66,262.65,4.1,249.69,4.09,18.49,8.33,86,41,1023.9,1019.3,100,0,24,0,9,0,100,0,7.49,0.36,9,0,11.52,0.72,8.28,0.72,FALSE
1060,2013,4,25,0,0,18.68,54.25,1023.16,0,0,4.17,0,0,4.17,912.07,6986.5,7.08,113.94,8.63,114.9,7.8,143.14,6.99,25.12,11.19,83,31,1026.1,1019,100,0,0,0,0,0,100,0,12.07,3.89,20.38,2.04,11.84,2.97,11.52,2.88,TRUE
1062,2013,4,27,0,0,9.72,79.92,1005.17,5.7,0,100,40.25,92.04,100,0,3201.33,20.97,306.86,25.76,309.87,35.85,230.22,34.3,16.26,6.48,88,67,1007.6,1003.1,100,100,100,0,100,23,100,100,27.5,6.92,31.36,11.38,67.78,21.05,51.12,24.12,TRUE
1064,2013,4,29,0,0,10.73,78.04,1017.76,4.7,0,100,56,67.17,95.83,0,3150.6,8.83,307,10.64,308.84,9.94,227.01,10.11,12.68,8.41,91,61,1019.1,1015.7,100,100,100,0,100,0,100,0,12.68,3.08,17.02,4.68,29.89,1.94,18.36,3.24,FALSE
1070,2013,5,5,0,0,15.54,68.79,1020.67,0,0,34.02,5.5,3.71,30.96,529.51,6123.2,5.79,171.36,5.89,202.45,17,69.49,10.11,22.62,9.48,96,33,1023.2,1017.8,100,0,24,0,27,0,100,0,12.96,0.72,13.04,0.51,33,8.21,21.96,1.8,TRUE
1072,2013,5,7,0,0,16.66,61.38,1015.53,0.1,0,41.35,10.38,16.17,25.62,701.69,7174.29,10.12,254.68,12.18,260.66,15.39,274.13,15.49,21.07,10.63,88,36,1016.7,1013.9,100,0,89,0,100,0,100,0,14.44,3.22,19,2.97,21.63,9.83,27.72,1.8,FALSE
1074,2013,5,9,0,0,17.66,76.58,1015.52,1,0,87.94,67,74.42,69.79,165.64,4078.87,5.87,253.71,6.46,260.73,12.95,265.68,11.82,19.73,15.44,95,63,1016.6,1014.8,100,10,100,0,100,0,100,10,12.98,2.04,11.9,2.19,18.06,9.18,21.24,3.24,TRUE
1076,2013,5,11,0,0,11.96,81.25,1018.4,2.6,0,85.08,0,0,85.08,186.97,2999.3,9.62,262.39,11.9,261.65,19.67,273.16,14.29,14.06,8.7,93,71,1019.9,1016.8,100,10,0,0,0,0,100,10,20.24,2.74,26.01,3.22,43.33,8.12,27.36,5.04,TRUE
1078,2013,5,13,0,0,11.23,75.21,1020.5,0,0,97.62,0.12,49.54,91.67,0,4077.98,13.48,247.48,21.34,254.45,34.99,259.9,23.69,15.76,4.02,88,66,1023.5,1017.6,100,43,2,0,100,0,100,0,21.66,6.41,28.41,15.11,48.12,23.77,32.4,14.76,FALSE
1082,2013,5,17,0,0,10.97,74.12,1001.42,11.7,0,84,40.08,49.67,79.79,62.42,3978.3,11.18,273.13,14.36,275.26,17.09,285.76,18.55,15.3,8.13,91,54,1006.3,999.1,100,0,100,0,100,0,100,0,15.91,5.48,20.7,5.48,24.97,7.2,30.6,7.56,FALSE
1084,2013,5,19,0,0,12.81,63.46,1009.35,1.5,0,81.46,0.08,51.33,65.54,88.73,4477.59,12.35,255.89,15.87,257.95,32.57,261.4,23.99,17.69,8.75,83,39,1012.7,1007.1,100,0,2,0,100,0,100,0,22.68,3.71,30.97,3.32,55.1,6.3,44.28,6.84,TRUE
1086,2013,5,21,0,0,11.81,68.92,1012.68,10,0,99.88,1.62,81.75,99.88,0,3408.7,7.96,223.16,9.11,237.58,31.93,250.93,20.37,14.51,9.53,82,55,1014.6,1010.6,100,97,31,0,100,0,100,97,12.9,3.32,14.34,4.1,53.96,9.18,37.8,7.56,TRUE
1088,2013,5,23,0,0,9.88,66.21,1010.96,2.2,0,87.08,1.75,49.29,59.17,178.72,5189.59,14.63,287.38,18.02,293.36,24.86,282.14,22.12,14.33,6.54,92,46,1015.5,1006.8,100,21,23,0,100,0,100,0,34.95,1.84,41.44,2.31,48.72,5.32,43.2,1.44,TRUE
1090,2013,5,25,0,0,9.66,54,1011.95,0.8,0,56.12,0.5,53,46.25,485.05,4970.65,11.54,226.69,15.69,242.66,17.03,194.18,17.07,12.68,5.29,71,42,1016.1,1010.5,100,4,5,0,100,4,100,0,21.39,4.35,25.36,4.1,30.35,5.69,27.36,3.6,TRUE
1094,2013,5,29,0,0,10.82,61.58,1004.79,10.9,0,74.33,11.5,73.12,72.58,204.65,4466.91,15.52,261.85,19.17,264.04,30.12,270.2,26.46,13.53,7.9,78,48,1007.1,1004,100,0,89,0,100,0,100,0,20.8,7.95,27.35,13.91,55.02,16.22,42.84,14.76,TRUE
1096,2013,5,31,0,0,11.63,80.83,1006.54,21.4,0,100,67.58,100,100,0,1289.61,21.34,279.29,27.76,282.11,46.23,319.99,38.49,15.34,9.5,93,63,1009.4,1003.7,100,100,100,0,100,100,100,100,34.47,8.67,42.66,13.91,74.53,16.07,54.36,10.8,TRUE
1098,2013,6,2,0,0,14.7,61.38,1019.44,0,0,42.91,9.38,0,42.08,663.47,8008.22,18.84,241.63,23.42,244.95,34.61,154.1,29.46,18.58,10.55,95,37,1022.4,1016.6,100,0,27,0,0,0,100,0,24.93,8.71,29.91,16.98,49.36,26.12,38.52,23.04,FALSE
1102,2013,6,6,0,0,20.43,53.62,1016.64,0,0,4.09,3.92,0,2.92,852.01,8107.9,7.72,84.42,12.05,77.39,14.24,96.58,12.47,25.49,14.02,77,35,1017.8,1015.7,10,0,19,0,0,0,10,0,14.87,2.41,25.07,3.32,26.17,3.32,28.8,3.24,FALSE
1104,2013,6,8,0,0,21.51,54.67,1013.41,0,0,30.68,30.96,28.25,9.58,598.08,7815.98,6.9,161.71,9.13,159.69,10.58,135.74,9.03,27.06,15.13,80,33,1017.1,1009.4,100,0,100,0,100,0,100,0,20.53,2.19,27.4,4.55,31.26,1.61,36.72,0.36,TRUE
1106,2013,6,10,0,0,16.5,64.04,1011.43,4,0,72.67,26.46,27.71,53.29,285.54,6078.7,15.18,256.29,19.23,263.41,28.55,284.17,22.44,20,13,77,55,1015.2,1008.3,100,2,100,0,100,0,100,0,20.72,6.49,23.8,15.19,42.12,18.09,28.44,9,TRUE
1108,2013,6,12,0,0,19.35,60.62,1019.78,0.5,0,33.27,28.88,25.71,8.96,551.48,7257.95,6.34,204.97,7.71,209.81,8.77,257.5,7.64,24.24,13.6,80,46,1021,1019,100,0,100,0,100,0,100,0,13.45,0.36,13.78,0.51,19.01,2.52,15.12,0.72,TRUE
1110,2013,6,14,0,0,16.97,62.75,1019.89,4.8,0,74.55,24.88,68.42,25.33,319.68,7225.02,8.37,214.38,9.9,223.09,15.46,177.41,12.36,22.41,10.92,85,45,1024.6,1015.5,100,0,100,0,100,0,100,0,13.01,0.8,17.76,1.08,37.05,4.9,25.92,1.44,TRUE
1112,2013,6,16,0,0,22.38,60.96,1015.51,0.3,0,29.67,2.58,2.58,27.58,717.82,7502.7,5.17,140.33,7.46,160.7,9.99,185.87,7.45,28.03,16.35,85,46,1017.9,1012.6,100,0,20,0,50,0,100,0,8.91,0.51,15.48,1.3,22.37,0.72,23.4,0.72,FALSE
1114,2013,6,18,0,0,28.88,49.42,1012.68,0.1,0,0.42,0,0.42,0.42,1015.83,8134.6,8.61,103.74,10.48,103.26,24.81,94.58,13.71,35.24,22.28,70,29,1015.6,1010.3,10,0,0,0,10,0,10,0,19.08,2.41,20.88,1.61,44.07,12.56,34.92,2.16,TRUE
1118,2013,6,22,0,0,18.62,63.96,1018.13,0,0,30.08,0,11.75,27.75,620.98,5868.66,9.25,249.85,10.46,261.38,19.99,265.01,14.67,23.09,13.7,83,49,1019.9,1015.7,100,0,0,0,100,0,100,0,14.26,3.6,17.67,1.48,37.99,13.34,30.24,4.32,TRUE
1120,2013,6,24,0,0,14.05,69.46,1021.65,7.7,0,77.62,0.42,26.12,77.33,240.95,4259.54,17.02,279.84,21.39,282.18,26.56,301.77,25.71,16.46,11.89,84,54,1024,1019.4,100,14,10,0,100,0,100,14,20.87,11.3,24.15,17.28,43.85,16.6,34.2,19.08,TRUE
1122,2013,6,26,0,0,14.68,58.67,1026.83,0,0,43.75,0,0,43.75,524.12,7856.03,9.38,198.28,13.05,177.1,13.4,45.82,13.76,19.24,9.43,89,33,1028.1,1025.9,100,0,0,0,0,0,100,0,18.09,3.32,20.28,3.83,20.77,8.77,22.32,5.76,TRUE
1124,2013,6,28,0,0,15.33,54,1022,0,0,18.38,17.04,12.62,7.21,787.73,8290.35,8.25,255.03,10.27,274.44,13.91,281.2,10.71,19.85,9.47,83,34,1024.5,1020.4,100,0,82,0,55,0,100,0,12.07,1.14,17.67,1.08,20.57,8.64,21.96,0.72,TRUE
1126,2013,6,30,0,0,17.12,65.88,1022.98,1.2,0,51.04,2.79,0,51.04,613.23,7217.01,6.57,262.98,8.68,292.33,9.41,306.26,9.3,21.81,12.72,93,43,1025.6,1020.6,100,0,20,0,0,0,100,0,11.97,0.8,16.27,1.84,19.11,1.08,19.08,4.68,FALSE
1128,2013,7,2,0,0,22.48,59.83,1015.31,4.8,0,41.27,45.04,37.17,18.5,624.37,7377.21,6.19,204.16,6.69,220.3,15.55,244.72,10.06,27.96,16.61,84,39,1017,1013.3,100,0,100,0,100,0,100,0,15.02,0.8,19.11,1.02,32.14,6.49,23.76,1.44,TRUE
1134,2013,7,8,0,0,22.28,63.92,1024.08,0,0,25.6,6.58,0,24.75,629.99,7345.17,10.5,189.92,12.52,180.87,35.8,85.12,14.65,28.59,15.34,94,39,1025.6,1022.3,100,0,38,0,0,0,100,0,21.24,2.16,23.05,2.97,49.32,20.27,25.92,2.88,TRUE
1136,2013,7,10,0,0,23.29,62.5,1016.56,0,0,37.64,21.42,22.08,22.71,685.3,7572.12,5.17,154.12,6.57,156.13,12.87,70.16,6.36,28.47,16.22,95,38,1019.3,1014.2,100,0,100,0,100,0,100,0,10.31,1.8,12.26,3.26,24.99,5.63,12.6,0.72,FALSE
1138,2013,7,12,0,0,19.68,60.54,1018.37,0,0,18.12,0,0,18.12,737.59,8053.61,5.73,236.66,7.67,241.17,18.9,64.51,7.01,26.06,13.2,87,39,1019.5,1016.7,100,0,0,0,0,0,100,0,11.17,1.14,16.22,2.16,31.68,6.99,16.56,1.08,FALSE
1140,2013,7,14,0,0,21.14,57.33,1019.95,0,0,1.84,6.12,0,0,881.92,7985.08,8.87,265.42,10.65,212.85,17.51,58.56,11.07,27.41,14.24,77,41,1021.6,1018.5,26.1,0,87,0,0,0,0,0,19.11,0.36,22.73,1.44,28.14,7.21,25.56,1.44,FALSE
1144,2013,7,18,0,0,22.65,64.08,1019.37,1.2,0,60.74,36.96,50.29,18.75,393.65,5619.46,7.32,265.89,9,270.74,16.73,65.72,12.28,27.34,17.4,83,48,1021.4,1017.8,100,6.3,100,0,100,0,100,0,14.08,0.8,20.19,0.36,26.08,6.44,29.16,3.96,TRUE
1146,2013,7,20,0,0,23.65,57.42,1016.74,0,0,3.64,3.79,0,2.5,837.04,7636.2,5.27,185.37,6.27,166.68,15.7,80.87,8,30.33,15.78,86,31,1018.1,1014.6,10.8,0,36,0,0,0,10,0,10.83,0.36,15.54,1.02,25.6,6.52,18.36,1.8,FALSE
1148,2013,7,22,0,0,26.99,47.38,1016.11,0,0,2.25,3.08,1.83,1.67,838.72,7602.38,5.47,155.71,8.42,158.3,6.44,160.34,5.28,32.29,21.34,65,31,1017.9,1014.4,10,0,33,0,10,0,10,0,8.67,3.1,12.4,4.21,12.9,4.02,9.72,1.08,TRUE
1152,2013,7,26,0,0,27.42,54.75,1013.82,0,0,16.78,19.71,12.79,0.83,718.55,7378.99,11.05,124.82,14.47,126.12,11.02,158.39,11.1,34.06,19.45,84,29,1016.9,1011.1,100,0,100,0,100,0,10,0,18.36,5.62,27.17,7.57,23.13,1.14,20.88,5.4,FALSE
1154,2013,7,28,0,0,25.97,60.75,1011.33,1.9,0,46.72,37.08,41.5,25.96,513.97,6141.89,9.82,186.8,11.29,196.61,21.67,234.4,12.63,31.73,20.42,86,42,1014.4,1009,100,0,100,0,100,0,100,0,26.18,1.53,31.49,1.48,41.3,7.59,40.32,3.24,TRUE
1156,2013,7,30,0,0,19.93,61.83,1022.19,1.3,0,6.53,2.54,0,6,829.23,6676.78,11.41,249.1,14.8,262.99,26.86,271.67,17.47,24.96,13.69,84,44,1024.1,1020.7,34,0,24,0,0,0,34,0,16.45,4.35,19.16,5.99,42.27,16.17,23.76,4.68,FALSE
1158,2013,8,1,0,0,25.06,52.04,1016.25,0,0,0,0,0,0,901.83,7541.86,12.24,116.71,16.68,116.32,12.33,138.65,13.01,32.36,17.61,78,27,1019,1013.8,0,0,0,0,0,0,0,0,18.03,5.19,28.04,8.7,20.63,4.1,30.24,3.96,FALSE
1160,2013,8,3,0,0,25.91,56.62,1017.3,0.1,0,22,0,13.96,8.04,614.33,6450.72,11.93,267.81,14.29,284.54,19.47,250.64,16.06,29.26,22.15,63,48,1020.6,1012.8,100,0,0,0,100,0,100,0,20.52,0,24.22,1.44,51.21,0,30.96,2.88,TRUE
1166,2013,8,9,0,0,20.05,64.83,1020.72,0.9,0,56.71,0,0.42,56.62,534.89,5774.32,7.97,263.88,10.29,270.32,11.92,317.77,10.97,23.73,16.02,86,43,1021.8,1019.7,100,2,0,0,8,0,100,0,13.49,1.08,15.03,4.35,15.63,8.59,16.2,2.52,FALSE
1168,2013,8,11,0,0,20.56,56.21,1019.45,0,0,19.58,0,0,19.58,686.24,6642.96,8.57,283.39,11.16,299.13,13.35,300.86,12.49,25.2,15.71,82,37,1020.7,1017.5,100,0,0,0,0,0,100,0,14.24,2.9,17.42,5.82,20.35,5.9,20.52,4.68,FALSE
1170,2013,8,13,0,0,19.95,62.17,1017.93,0.5,0,46.87,23.46,20.92,27.96,402.89,6101.84,11.51,322.26,14.07,287.76,15.75,276.87,16.33,23.55,16.95,86,43,1019.7,1015,100,0,100,0,100,0,100,0,15.54,5.94,23.47,6.62,24.68,4.74,30.96,7.2,FALSE
